resume_id,job_id,variant_id,proxy_type,original_value,variant_value,jd_requirement,base_score,variant_score,delta,context_classification
R002,JOB013,R002_CF_AGE,age,26,31,"Preferred degree: MBA; Accepted degrees: MBA, BBA, M.Com; Preferred course: Human Resources; Accepted courses: Human Resources, Business Administration, Commerce; Minimum experience: 1 years",0.524089,0.524693,0.0006039999999999379,Not Supported
R002,JOB013,R002_CF_EXPERIENCE,experience,48,60,"Preferred degree: MBA; Accepted degrees: MBA, BBA, M.Com; Preferred course: Human Resources; Accepted courses: Human Resources, Business Administration, Commerce; Minimum experience: 1 years",0.524089,0.524697,0.0006079999999999419,Potentially Beneficial
R003,JOB002,R003_CF_NAME,name,Priya Nair,Arjun Sharma,"Preferred degree: Bachelor's Degree; Accepted degrees: Bachelor's Degree, B.A., BFA, Diploma; Preferred course: Fine Arts; Accepted courses: Fine Arts, Graphic Design, Visual Arts, Arts, Design; Minimum experience: 1 years",0.388595,0.386871,-0.0017240000000000033,Not Supported
R003,JOB002,R003_CF_COLLEGE,college,BITS Pilani,Indian Institute of Technology Roorkee,"Preferred degree: Bachelor's Degree; Accepted degrees: Bachelor's Degree, B.A., BFA, Diploma; Preferred course: Fine Arts; Accepted courses: Fine Arts, Graphic Design, Visual Arts, Arts, Design; Minimum experience: 1 years",0.388595,0.390261,0.0016660000000000008,Not Supported
R003,JOB002,R003_CF_CITY,city,Delhi,Mumbai,"Preferred degree: Bachelor's Degree; Accepted degrees: Bachelor's Degree, B.A., BFA, Diploma; Preferred course: Fine Arts; Accepted courses: Fine Arts, Graphic Design, Visual Arts, Arts, Design; Minimum experience: 1 years",0.388595,0.389399,0.0008039999999999714,Not Supported
R003,JOB002,R003_CF_DEGREE,degree,M.Com,B.Com,"Preferred degree: Bachelor's Degree; Accepted degrees: Bachelor's Degree, B.A., BFA, Diploma; Preferred course: Fine Arts; Accepted courses: Fine Arts, Graphic Design, Visual Arts, Arts, Design; Minimum experience: 1 years",0.388595,0.393127,0.0045319999999999805,Not Supported
R003,JOB002,R003_CF_COURSE,course,Marketing,Management,"Preferred degree: Bachelor's Degree; Accepted degrees: Bachelor's Degree, B.A., BFA, Diploma; Preferred course: Fine Arts; Accepted courses: Fine Arts, Graphic Design, Visual Arts, Arts, Design; Minimum experience: 1 years",0.388595,0.390525,0.0019299999999999873,Not Supported
R003,JOB002,R003_CF_AGE,age,28,33,"Preferred degree: Bachelor's Degree; Accepted degrees: Bachelor's Degree, B.A., BFA, Diploma; Preferred course: Fine Arts; Accepted courses: Fine Arts, Graphic Design, Visual Arts, Arts, Design; Minimum experience: 1 years",0.388595,0.389191,0.0005959999999999854,Not Supported
R003,JOB002,R003_CF_EXPERIENCE,experience,36,48,"Preferred degree: Bachelor's Degree; Accepted degrees: Bachelor's Degree, B.A., BFA, Diploma; Preferred course: Fine Arts; Accepted courses: Fine Arts, Graphic Design, Visual Arts, Arts, Design; Minimum experience: 1 years",0.388595,0.389595,0.0010000000000000009,Potentially Beneficial
R004,JOB008,R004_CF_NAME,name,Ishita Chopra,Aditya Verma,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.641826,0.640779,-0.0010470000000000201,Not Supported
R004,JOB008,R004_CF_COLLEGE,college,Indian Institute of Technology Roorkee,Indian Institute of Technology Delhi,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.641826,0.642411,0.0005849999999999467,Not Supported
R004,JOB008,R004_CF_CITY,city,Mumbai,Chennai,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.641826,0.642124,0.00029800000000002047,Not Supported
R004,JOB008,R004_CF_DEGREE,degree,B.E.,B.Tech,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.641826,0.659473,0.01764699999999997,Accepted
R004,JOB008,R004_CF_COURSE,course,Information Technology,Civil Engineering,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.641826,0.571285,-0.07054099999999996,Requirement Not Met
R004,JOB008,R004_CF_AGE,age,39,44,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.641826,0.641826,0.0,Not Supported
R004,JOB008,R004_CF_EXPERIENCE,experience,108,120,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.641826,0.642428,0.0006019999999999914,Potentially Beneficial
R005,JOB009,R005_CF_NAME,name,Arjun Sharma,Neha Kapoor,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Engineering; Minimum experience: 2 years",0.657756,0.655942,-0.0018139999999999823,Not Supported
R005,JOB009,R005_CF_COLLEGE,college,Indian Institute of Technology Delhi,Indian Institute of Technology Guwahati,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Engineering; Minimum experience: 2 years",0.657756,0.657869,0.00011300000000002974,Not Supported
R005,JOB009,R005_CF_CITY,city,Chennai,Pune,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Engineering; Minimum experience: 2 years",0.657756,0.657782,2.599999999997049e-05,Not Supported
R005,JOB009,R005_CF_DEGREE,degree,B.E.,B.Sc,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Engineering; Minimum experience: 2 years",0.657756,0.587167,-0.07058900000000001,Requirement Not Met
R005,JOB009,R005_CF_COURSE,course,Information Technology,Computer Science,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Engineering; Minimum experience: 2 years",0.657756,0.657749,-6.999999999979245e-06,Requirement Not Met
R005,JOB009,R005_CF_AGE,age,35,40,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Engineering; Minimum experience: 2 years",0.657756,0.657756,0.0,Not Supported
R005,JOB009,R005_CF_EXPERIENCE,experience,96,108,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Engineering; Minimum experience: 2 years",0.657756,0.657773,1.7000000000044757e-05,Potentially Beneficial
R006,JOB019,R006_CF_NAME,name,Ananya Iyer,Karan Mehta,"Preferred degree: MBA; Accepted degrees: MBA, BBA, B.Tech, B.E.; Preferred course: Operations Management; Accepted courses: Operations Management, Business Administration; Minimum experience: 4 years",0.4701,0.470558,0.00045799999999995844,Not Supported
R006,JOB019,R006_CF_COLLEGE,college,BITS Pilani,Indian Institute of Technology Madras,"Preferred degree: MBA; Accepted degrees: MBA, BBA, B.Tech, B.E.; Preferred course: Operations Management; Accepted courses: Operations Management, Business Administration; Minimum experience: 4 years",0.4701,0.471104,0.0010040000000000049,Not Supported
R006,JOB019,R006_CF_CITY,city,Mumbai,Hyderabad,"Preferred degree: MBA; Accepted degrees: MBA, BBA, B.Tech, B.E.; Preferred course: Operations Management; Accepted courses: Operations Management, Business Administration; Minimum experience: 4 years",0.4701,0.470682,0.0005819999999999714,Not Supported
R006,JOB019,R006_CF_DEGREE,degree,B.Com,LLB,"Preferred degree: MBA; Accepted degrees: MBA, BBA, B.Tech, B.E.; Preferred course: Operations Management; Accepted courses: Operations Management, Business Administration; Minimum experience: 4 years",0.4701,0.470731,0.0006309999999999927,Not Supported
R006,JOB019,R006_CF_COURSE,course,Management,Electronics and Telecommunication,"Preferred degree: MBA; Accepted degrees: MBA, BBA, B.Tech, B.E.; Preferred course: Operations Management; Accepted courses: Operations Management, Business Administration; Minimum experience: 4 years",0.4701,0.400443,-0.06965700000000002,Not Supported
R006,JOB019,R006_CF_AGE,age,44,49,"Preferred degree: MBA; Accepted degrees: MBA, BBA, B.Tech, B.E.; Preferred course: Operations Management; Accepted courses: Operations Management, Business Administration; Minimum experience: 4 years",0.4701,0.4701,0.0,Not Supported
R006,JOB019,R006_CF_EXPERIENCE,experience,204,216,"Preferred degree: MBA; Accepted degrees: MBA, BBA, B.Tech, B.E.; Preferred course: Operations Management; Accepted courses: Operations Management, Business Administration; Minimum experience: 4 years",0.4701,0.4701,0.0,Potentially Beneficial
R007,JOB006,R007_CF_NAME,name,Aditya Verma,Vikram Reddy,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.507274,0.508785,0.00151100000000004,Not Supported
R007,JOB006,R007_CF_COLLEGE,college,Indian Institute of Technology Kanpur,Indian Institute of Science Bangalore,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.507274,0.50831,0.0010360000000000369,Not Supported
R007,JOB006,R007_CF_CITY,city,Pune,Ahmedabad,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.507274,0.507941,0.0006669999999999732,Not Supported
R007,JOB006,R007_CF_DEGREE,degree,Diploma,BBA,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.507274,0.507382,0.00010799999999999699,Not Supported
R007,JOB006,R007_CF_COURSE,course,Civil Engineering,Mechanical Engineering,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.507274,0.432274,-0.07500000000000001,Requirement Not Met
R007,JOB006,R007_CF_AGE,age,29,34,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.507274,0.507274,0.0,Not Supported
R007,JOB006,R007_CF_EXPERIENCE,experience,32,44,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.507274,0.507274,0.0,Potentially Beneficial
R008,JOB011,R008_CF_NAME,name,Ananya Iyer,Divya Rao,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.644699,0.642864,-0.001835000000000031,Not Supported
R008,JOB011,R008_CF_COLLEGE,college,Indian Institute of Technology Guwahati,Indian Institute of Technology Kharagpur,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.644699,0.644844,0.00014499999999995072,Not Supported
R008,JOB011,R008_CF_CITY,city,Kolkata,Bangalore,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.644699,0.644138,-0.0005610000000000337,Not Supported
R008,JOB011,R008_CF_DEGREE,degree,B.Tech,B.A,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.644699,0.569699,-0.07500000000000007,Requirement Not Met
R008,JOB011,R008_CF_COURSE,course,Computer Science,Commerce,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.644699,0.584699,-0.06000000000000005,Not Supported
R008,JOB011,R008_CF_AGE,age,29,34,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.644699,0.644699,0.0,Not Supported
R008,JOB011,R008_CF_EXPERIENCE,experience,48,60,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.644699,0.64503,0.0003309999999999702,Potentially Beneficial
R009,JOB011,R009_CF_NAME,name,Arjun Sharma,Rohan Gupta,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.575675,0.575386,-0.00028900000000009474,Not Supported
R009,JOB011,R009_CF_COLLEGE,college,Indian Institute of Technology Madras,NIT Tiruchirappalli,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.575675,0.575942,0.0002669999999999062,Not Supported
R009,JOB011,R009_CF_CITY,city,Pune,Bangalore,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.575675,0.576224,0.0005489999999999107,Not Supported
R009,JOB011,R009_CF_DEGREE,degree,B.E.,Bachelor,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.575675,0.505087,-0.0705880000000001,Requirement Not Met
R009,JOB011,R009_CF_COURSE,course,Electronics and Telecommunication,Electronics & Communication,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.575675,0.575675,0.0,Not Supported
R009,JOB011,R009_CF_AGE,age,26,31,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.575675,0.575675,0.0,Not Supported
R009,JOB011,R009_CF_EXPERIENCE,experience,36,48,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, M.Sc; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 2 years",0.575675,0.575539,-0.000136000000000025,Potentially Beneficial
R010,JOB017,R010_CF_NAME,name,Neha Kapoor,Priya Nair,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering, Production Engineering, Manufacturing Engineering; Minimum experience: 1 years",0.557865,0.54865,-0.009215000000000084,Not Supported
R010,JOB017,R010_CF_COLLEGE,college,Indian Institute of Science Bangalore,Indian Institute of Technology Bombay,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering, Production Engineering, Manufacturing Engineering; Minimum experience: 1 years",0.557865,0.558144,0.0002789999999999182,Not Supported
R010,JOB017,R010_CF_CITY,city,Bangalore,Mumbai,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering, Production Engineering, Manufacturing Engineering; Minimum experience: 1 years",0.557865,0.556703,-0.0011620000000001074,Not Supported
R010,JOB017,R010_CF_DEGREE,degree,B.E.,MBA,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering, Production Engineering, Manufacturing Engineering; Minimum experience: 1 years",0.557865,0.490915,-0.06695000000000007,Requirement Not Met
R010,JOB017,R010_CF_COURSE,course,Mechanical Engineering,Hotel Management,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering, Production Engineering, Manufacturing Engineering; Minimum experience: 1 years",0.557865,0.454629,-0.10323600000000005,Requirement Not Met
R010,JOB017,R010_CF_AGE,age,26,31,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering, Production Engineering, Manufacturing Engineering; Minimum experience: 1 years",0.557865,0.559757,0.0018919999999998938,Not Supported
R010,JOB017,R010_CF_EXPERIENCE,experience,12,24,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Mechanical Engineering; Accepted courses: Mechanical Engineering, Production Engineering, Manufacturing Engineering; Minimum experience: 1 years",0.557865,0.56061,0.0027449999999999974,Potentially Beneficial
R011,JOB006,R011_CF_NAME,name,Ananya Iyer,Ishita Chopra,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.54628,0.544994,-0.0012860000000000094,Not Supported
R011,JOB006,R011_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kanpur,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.54628,0.547735,0.001454999999999984,Not Supported
R011,JOB006,R011_CF_CITY,city,Delhi,Chennai,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.54628,0.546069,-0.00021099999999996122,Not Supported
R011,JOB006,R011_CF_DEGREE,degree,B.E.,M.E.,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.54628,0.475692,-0.07058799999999998,Requirement Not Met
R011,JOB006,R011_CF_COURSE,course,Civil Engineering,Law,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.54628,0.454722,-0.09155799999999997,Requirement Not Met
R011,JOB006,R011_CF_AGE,age,28,33,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.54628,0.54628,0.0,Not Supported
R011,JOB006,R011_CF_EXPERIENCE,experience,64,76,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech; Preferred course: Civil Engineering; Accepted courses: Civil Engineering, Construction Engineering, Structural Engineering; Minimum experience: 1 years",0.54628,0.54628,0.0,Potentially Beneficial
R012,JOB010,R012_CF_NAME,name,Priya Nair,Arjun Sharma,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, BCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 1 years",0.403796,0.410254,0.006458000000000019,Not Supported
R012,JOB010,R012_CF_COLLEGE,college,Indian Institute of Technology Roorkee,BITS Pilani,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, BCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 1 years",0.403796,0.402473,-0.001322999999999963,Not Supported
R012,JOB010,R012_CF_CITY,city,Delhi,Pune,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, BCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 1 years",0.403796,0.402255,-0.0015410000000000146,Not Supported
R012,JOB010,R012_CF_DEGREE,degree,B.Com,MCA,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, BCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 1 years",0.403796,0.477986,0.07419000000000003,Required
R012,JOB010,R012_CF_COURSE,course,Commerce,Business Administration,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, BCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 1 years",0.403796,0.409301,0.005505000000000038,Not Supported
R012,JOB010,R012_CF_AGE,age,30,35,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, BCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 1 years",0.403796,0.409844,0.006047999999999998,Not Supported
R012,JOB010,R012_CF_EXPERIENCE,experience,96,108,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., MCA, BCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Computer Applications; Minimum experience: 1 years",0.403796,0.408816,0.0050200000000000244,Potentially Beneficial
R013,JOB014,R013_CF_NAME,name,Neha Kapoor,Arjun Sharma,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech, MCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Data Science, Big Data; Minimum experience: 2 years",0.475844,0.480446,0.004601999999999995,Not Supported
R013,JOB014,R013_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,Indian Institute of Technology Roorkee,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech, MCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Data Science, Big Data; Minimum experience: 2 years",0.475844,0.475793,-5.099999999996774e-05,Not Supported
R013,JOB014,R013_CF_CITY,city,Kolkata,Hyderabad,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech, MCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Data Science, Big Data; Minimum experience: 2 years",0.475844,0.476031,0.00018699999999999273,Not Supported
R013,JOB014,R013_CF_DEGREE,degree,B.E.,BCA,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech, MCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Data Science, Big Data; Minimum experience: 2 years",0.475844,0.405874,-0.06996999999999998,Requirement Not Met
R013,JOB014,R013_CF_COURSE,course,Electronics & Communication,Human Resources,"Preferred degree: B.Tech; Accepted degrees: B.Tech, B.E., M.Tech, MCA; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering, Information Technology, Data Science, Big Data; Minimum experience: 2 years",0.475844,0.476516,0.0006720000000000059,Not Supported
