resume_id,name,college,college_tier,city,city_tier,employment_gap_months,source_category,resume_text,education_raw,education_status,skills_raw,experience_raw
R044,Aditya Verma,NIT Tiruchirappalli,1,Chennai,1,0,Arts,"Name: Aditya Verma
College: NIT Tiruchirappalli
City: Chennai
Employment Gap: None

I Other Skills Course/Skill Name Board Year Of Passing Grade Intermediate Grade Drawing Art Examination Committee, 2011 B Examination Maharashtra State I Academic Programme Detail National Service Scheme (Camp): - Sponsored By Government of India Ministry Of Youth Affairs And Sports, New Delhi & North Maharashtra University, Jalgaon. I Strengths â¢ Ability to Learn From Mistakes. * Honesty â¢ Ready to accept challenges and responsibilities. * Quick learning, adaptability, confidence. I Declaration I /201 Your faithfully, Pia .. . . ( Jetalal Hiralal Gorbanjara)Education Details May 2010 HSC Nashik, Maharashtra State Board June 2008 SSC Nashik, Maharashtra State Board Asst.Professor Asst.Professor Skill Details Company Details company - Kisan Arts description - - Total Work Experience ( In Months) Sr. Name of Organization / College Designation Working Period Total Experience No. ( In Months) From To 1. Kisan Arts, Commerce & Science Asst.Professor 20/07/2015 31/05/2016 10 Months Sr. College, Parola Dist- Jalgaon, {Political Sci.) Maharashtra company - Bahadarpur, Tai- Parola Dist description -","May 2010 HSC Nashik, Maharashtra State Board June 2008 SSC Nashik, Maharashtra State Board Asst.Professor Asst.Professor",found,,"company - Kisan Arts description - - Total Work Experience ( In Months) Sr. Name of Organization / College Designation Working Period Total Experience No. ( In Months) From To 1. Kisan Arts, Commerce & Science Asst.Professor 20/07/2015 31/05/2016 10 Months Sr. College, Parola Dist- Jalgaon, {Political Sci.) Maharashtra company - Bahadarpur, Tai- Parola Dist description -"
R045,Rohan Gupta,Indian Institute of Technology Kharagpur,1,Bangalore,1,0,Python Developer,"Name: Rohan Gupta
College: Indian Institute of Technology Kharagpur
City: Bangalore
Employment Gap: None

TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, Tensorflow, Numpy, C, C++ Education Details January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2010 RYK Science College, Maharashtra state board January 2008 Maharashtra state board Python developer Python Developer Skill Details C++- Exprience - 6 months MYSQL- Exprience - 6 months PYTHON- Exprience - 6 monthsCompany Details company - Fresher description - Python programming","January 2016 ME Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2014 B.E Computer Engineering Pune, Maharashtra Savitribai Phule Pune University January 2010 RYK Science College, Maharashtra state board January 2008 Maharashtra state board Python developer Python Developer",found,C++- Exprience - 6 months MYSQL- Exprience - 6 months PYTHON- Exprience - 6 months,company - Fresher description - Python programming
R046,Aditya Verma,BITS Pilani,1,Mumbai,1,0,Testing,"Name: Aditya Verma
College: BITS Pilani
City: Mumbai
Employment Gap: None

PERSONAL SKILLS â¢ Quick learner, â¢ Eagerness to learn new things, â¢ Competitive attitude, â¢ Good leadership qualities, â¢ Ability to deal with people diplomatically. PERSONAL DOSSIER Fathers Name: Dhanraj WaghEducation Details January 2012 to January 2016 Bachelors of Engineering Engineering Pune, Maharashtra Pune University January 2012 Higher Secondary Certificate Nashik, Maharashtra SND College of Engineering and Research Center January 2010 Secondary School Certificate Yeola, Maharashtra Swami Muktanand Jr. College HSC Maharashtra State Board SSC Maharashtra State Bard BE Rajapur, Uttar Pradesh Madhyamik Vidya Mandir Rajapur Testing and Quality Control Engineer Testing and Quality Control Engineer - M/S Rakesh Transformer Industries Pvt. Ltd Skill Details Company Details company - M/S Rakesh Transformer Industries Pvt. Ltd description - Responsibilities: â¢ To conduct Routine test, Type Test (Temperature Rise Test), Special Test on Transformers as per IS & IEC up to - 10 MVA / 33 KV Class & preparing of its test reports. â¢ Routine tests, Type tests and Special tests as per IS 2026, IS 1180, IS 11171/IEC-60076- test Manual/inspection plans of Power Transformers,","January 2012 to January 2016 Bachelors of Engineering Engineering Pune, Maharashtra Pune University January 2012 Higher Secondary Certificate Nashik, Maharashtra SND College of Engineering and Research Center January 2010 Secondary School Certificate Yeola, Maharashtra Swami Muktanand Jr. College HSC Maharashtra State Board SSC Maharashtra State Bard BE Rajapur, Uttar Pradesh Madhyamik Vidya Mandir Rajapur Testing and Quality Control Engineer Testing and Quality Control Engineer - M/S Rakesh Transformer Industries Pvt. Ltd",found,,"company - M/S Rakesh Transformer Industries Pvt. Ltd description - Responsibilities: â¢ To conduct Routine test, Type Test (Temperature Rise Test), Special Test on Transformers as per IS & IEC up to - 10 MVA / 33 KV Class & preparing of its test reports. â¢ Routine tests, Type tests and Special tests as per IS 2026, IS 1180, IS 11171/IEC-60076- test Manual/inspection plans of Power Transformers,"
R047,Ishita Chopra,Indian Institute of Technology Kharagpur,1,Ahmedabad,1,0,Arts,"Name: Ishita Chopra
College: Indian Institute of Technology Kharagpur
City: Ahmedabad
Employment Gap: None

â¢ Operating Systems: Windows XP / Vista / 07Education Details January 2018 M.F.A painting Nagpur, Maharashtra Nagpur University January 2016 B.F.A. Painting Nagpur, Maharashtra Nagpur University January 2012 Diploma Art Maharashtra State Board January 2010 H.S.C. Maharashtra State Board January 2008 S.S.C. Maharashtra State Board Fine arts lecturer Skill Details Ms-Cit- Exprience - 96 monthsCompany Details company - Shubhankan Fine Arts College, indore description - â¢ I'm doing a job as a Lecturer in Shubhankan Fine Arts College Indore from Nov 2018. â¢ I'm an Artist, completed ATD, BFA and MFA in painting. â¢ I'm searching for a job in my faculty in my area and comfort place. To improve my knowledge and experience in this field. company - description - I have a experience of classes of painting, rangoli, drawing, summer classes, etc Health: Physical Disability ( Orthopedically)","January 2018 M.F.A painting Nagpur, Maharashtra Nagpur University January 2016 B.F.A. Painting Nagpur, Maharashtra Nagpur University January 2012 Diploma Art Maharashtra State Board January 2010 H.S.C. Maharashtra State Board January 2008 S.S.C. Maharashtra State Board Fine arts lecturer",found,Ms-Cit- Exprience - 96 months,"company - Shubhankan Fine Arts College, indore description - â¢ I'm doing a job as a Lecturer in Shubhankan Fine Arts College Indore from Nov 2018. â¢ I'm an Artist, completed ATD, BFA and MFA in painting. â¢ I'm searching for a job in my faculty in my area and comfort place. To improve my knowledge and experience in this field. company - description - I have a experience of classes of painting, rangoli, drawing, summer classes, etc Health: Physical Disability ( Orthopedically)"
R048,Arjun Sharma,Indian Institute of Technology Delhi,1,Hyderabad,1,0,Advocate,"Name: Arjun Sharma
College: Indian Institute of Technology Delhi
City: Hyderabad
Employment Gap: None

Education Details B.Com, LL.B., University of Clacutta, University of Burdwan ADVOCATE Skill Details Taxation matters Income Tax GST P Tax Accounts- Exprience - Less than 1 year months Filing of Income Tax Returns GST Returns e-TDS AIR and more- Exprience - Less than 1 year monthsCompany Details company - own practice description - 1. Drafting and preparation of plaint, Accounts and move before relevant Authority to hear the cases","B.Com, LL.B., University of Clacutta, University of Burdwan ADVOCATE",found,Taxation matters Income Tax GST P Tax Accounts- Exprience - Less than 1 year months Filing of Income Tax Returns GST Returns e-TDS AIR and more- Exprience - Less than 1 year months,"company - own practice description - 1. Drafting and preparation of plaint, Accounts and move before relevant Authority to hear the cases"
R049,Vikram Reddy,Indian Institute of Technology Kanpur,1,Mumbai,1,0,Network Security Engineer,"Name: Vikram Reddy
College: Indian Institute of Technology Kanpur
City: Mumbai
Employment Gap: None

Skill Set â¢â¢Cisco Certified Network Associates (CCNA): - â¢ Basic knowledge of networking such as Ethernet mediums, ethernet communication, types of Ethernet communication devices etc. â¢ IPv4 (Subnetting, Supernetting) â¢ Basic configuration of Routing, Switching, Access lists, Network Address Translation (NAT), Virtual LANs (VLANs) etc â¢â¢Cisco Certified Network Associates (CCNA-Security): - â¢ Basic security goals and need. â¢ Different types of attacks like access attacks, reconnaissance strategies etc. â¢ Basic configuration of firewalls. â¢ Mitigation techniques such as access control lists, private VLANs, VLAN hopping, IP source guard, DHCP snooping, Authentication, Authorization & Accounting (AAA), IP Security (IPsec) etc. â¢â¢Cisco Certified Network Professional (CCNP-Routing, Switching & MPLS): - â¢ Routing-Configuration and concept of EIGRP, OSPF and BGP. â¢ Switching-Virtual LANs (VLANs), spanning tree protocol (STP), queuing etc. â¢ MPLS (Multi-Protocol Label Switching) -Basic idea about working, types and modes of MPLS, penultimate hopping in mpls etc. â¢â¢Cisco Certified Network Professional Security (ASA Module): - â¢ Knowledge of Control",,not_available,"â¢â¢Cisco Certified Network Associates (CCNA): - â¢ Basic knowledge of networking such as Ethernet mediums, ethernet communication, types of Ethernet communication devices etc. â¢ IPv4 (Subnetting, Supernetting) â¢ Basic configuration of Routing, Switching, Access lists, Network Address Translation (NAT), Virtual LANs (VLANs) etc â¢â¢Cisco Certified Network Associates (CCNA-Security): - â¢ Basic security goals and need. â¢ Different types of attacks like access attacks, reconnaissance strategies etc. â¢ Basic configuration of firewalls. â¢ Mitigation techniques such as access control lists, private VLANs, VLAN hopping, IP source guard, DHCP snooping, Authentication, Authorization & Accounting (AAA), IP Security (IPsec) etc. â¢â¢Cisco Certified Network Professional (CCNP-Routing, Switching & MPLS): - â¢ Routing-Configuration and concept of EIGRP, OSPF and BGP. â¢ Switching-Virtual LANs (VLANs), spanning tree protocol (STP), queuing etc. â¢ MPLS (Multi-Protocol Label Switching) -Basic idea about working, types and modes of MPLS, penultimate hopping in mpls etc. â¢â¢Cisco Certified Network Professional Security (ASA Module): - â¢ Knowledge of Control",
R050,Ananya Iyer,NIT Tiruchirappalli,1,Delhi,1,0,Business Analyst,"Name: Ananya Iyer
College: NIT Tiruchirappalli
City: Delhi
Employment Gap: None

IT Skills: Area Exposure Modeling Tool: Bizagi, MS Visio Prototyping Tool: Indigo Studio. Documentation: MS Office (MS Word, MS Excel, MS Power Point) Testing Proficiency: Smoke, Sanity, Integration, Functional, Acceptance and UI Methodology implemented: Waterfall, Agile (Scrum) Database: SQL Testing Tool: HPQC Business Exposure Education Details Bachelor Of Computer Engineering Computer Engineering Mumbai, Maharashtra Thadomal Shahani Engineering college Diploma Computer Engineering Ulhasnagar, Maharashtra Institute of Technology Secondary School Certificate Ulhasnagar, Maharashtra New English High School Senior Business Analyst - RPA Senior Business Analyst - RPA - Hexaware Technologies Skill Details DOCUMENTATION- Exprience - 47 months TESTING- Exprience - 29 months INTEGRATION- Exprience - 25 months INTEGRATOR- Exprience - 25 months PROTOTYPE- Exprience - 13 monthsCompany Details company - Hexaware Technologies description - Working as a RPA Business Analyst company - BBH- Brown Brothers Harriman & Co description - is a private bank that provides commercial banking, investment management, brokerage, and trust services to private companies and individuals. It also performs","Bachelor Of Computer Engineering Computer Engineering Mumbai, Maharashtra Thadomal Shahani Engineering college Diploma Computer Engineering Ulhasnagar, Maharashtra Institute of Technology Secondary School Certificate Ulhasnagar, Maharashtra New English High School Senior Business Analyst - RPA Senior Business Analyst - RPA - Hexaware Technologies",found,DOCUMENTATION- Exprience - 47 months TESTING- Exprience - 29 months INTEGRATION- Exprience - 25 months INTEGRATOR- Exprience - 25 months PROTOTYPE- Exprience - 13 months,"company - Hexaware Technologies description - Working as a RPA Business Analyst company - BBH- Brown Brothers Harriman & Co description - is a private bank that provides commercial banking, investment management, brokerage, and trust services to private companies and individuals. It also performs"
R051,Priya Nair,Indian Institute of Technology Guwahati,1,Delhi,1,0,Operations Manager,"Name: Priya Nair
College: Indian Institute of Technology Guwahati
City: Delhi
Employment Gap: None

Education Details August 2000 B.E Electronics Pune, Maharashtra Pune University Operations Manager Operations Manager - Delta Controls, Dubai FZCO Skill Details Company Details company - Delta Controls, Dubai FZCO description - Heading Pune Branch [M/s Deltannex Integrators Pvt. Ltd.] From Aug '17 till date Designation - Operations Manager [1st Employee] 1. Reporting to the GM-Operations 2. Review of SOW, RFQ, Assist the proposal Team on the Engineering man hours, Project Schedule, Organization Chart and Meeting the client for pre-sales support 3. Review of SOW, RFQ, Client's Purchase Order or contract terms & conditions 4. Project Execution Plans after through discussion with client & consultants 5. Kick of meeting & Ad-hoc meetings with client 6. Project evaluation in terms of outlays & profits 7. Ensuring an appropriate project management framework 8. Management of all contractual and commercial issues related to the project 9. Monitoring, reviewing & reporting of the project progress 10. Coordinating and fostering teamwork & prioritization of team activities 11. Monitor the project budget 12. Apply quality management system and processes 13. Liaison with and reporting to","August 2000 B.E Electronics Pune, Maharashtra Pune University Operations Manager Operations Manager - Delta Controls, Dubai FZCO",found,,"company - Delta Controls, Dubai FZCO description - Heading Pune Branch [M/s Deltannex Integrators Pvt. Ltd.] From Aug '17 till date Designation - Operations Manager [1st Employee] 1. Reporting to the GM-Operations 2. Review of SOW, RFQ, Assist the proposal Team on the Engineering man hours, Project Schedule, Organization Chart and Meeting the client for pre-sales support 3. Review of SOW, RFQ, Client's Purchase Order or contract terms & conditions 4. Project Execution Plans after through discussion with client & consultants 5. Kick of meeting & Ad-hoc meetings with client 6. Project evaluation in terms of outlays & profits 7. Ensuring an appropriate project management framework 8. Management of all contractual and commercial issues related to the project 9. Monitoring, reviewing & reporting of the project progress 10. Coordinating and fostering teamwork & prioritization of team activities 11. Monitor the project budget 12. Apply quality management system and processes 13. Liaison with and reporting to"
R052,Aditya Verma,Indian Institute of Technology Madras,1,Bangalore,1,0,ETL Developer,"Name: Aditya Verma
College: Indian Institute of Technology Madras
City: Bangalore
Employment Gap: None

Education Details January 2015 Bachelor of Engineering EXTC Mumbai, Maharashtra Mumbai University January 2012 Diploma Industrial Electronics Vashi, MAHARASHTRA, IN Fr. Agnel Polytechnic ETL Developer ETL Developer Skill Details informatica- Exprience - 36 monthsCompany Details company - Blue Shield of California description - Duration: (Mar 2016 - Sept 2017) Description: Blue Shield of California (BSC) is health plan provider. The intent of this project is to process feeds coming in and going out of BSC system related to eligibility, enrollment, and claims subject areas. All these feeds comes in different formats and are processed using Informatica 9.6.1, Oracle 11g, Facets 5.0 &Tidal. Technical environment: ETL tool (Informatica power Center 9.6.1), Oracle 11g (SQL, PL-SQL), UNIX, Facets, Tidal, JIRA, Putty. Role: ETL Developer Responsibilities: â¢ Responsible for analyzing the business requirement document â¢ Involved in development of Informatica mappings using different transformations like source qualifier, expression, filter, router, joiner, union, aggregator, normalizer, sorter, lookup and its corresponding sessions and workflows. â¢ Extensively used Informatica","January 2015 Bachelor of Engineering EXTC Mumbai, Maharashtra Mumbai University January 2012 Diploma Industrial Electronics Vashi, MAHARASHTRA, IN Fr. Agnel Polytechnic ETL Developer ETL Developer",found,informatica- Exprience - 36 months,"company - Blue Shield of California description - Duration: (Mar 2016 - Sept 2017) Description: Blue Shield of California (BSC) is health plan provider. The intent of this project is to process feeds coming in and going out of BSC system related to eligibility, enrollment, and claims subject areas. All these feeds comes in different formats and are processed using Informatica 9.6.1, Oracle 11g, Facets 5.0 &Tidal. Technical environment: ETL tool (Informatica power Center 9.6.1), Oracle 11g (SQL, PL-SQL), UNIX, Facets, Tidal, JIRA, Putty. Role: ETL Developer Responsibilities: â¢ Responsible for analyzing the business requirement document â¢ Involved in development of Informatica mappings using different transformations like source qualifier, expression, filter, router, joiner, union, aggregator, normalizer, sorter, lookup and its corresponding sessions and workflows. â¢ Extensively used Informatica"
R053,Divya Rao,BITS Pilani,1,Bangalore,1,0,Data Science,"Name: Divya Rao
College: BITS Pilani
City: Bangalore
Employment Gap: None

Areas of Interest Deep Learning, Control System Design, Programming in-Python, Electric Machinery, Web Development, Analytics Technical Activities q Hindustan Aeronautics Limited, Bangalore - For 4 weeks under the guidance of Mr. Satish, Senior Engineer in the hangar of Mirage 2000 fighter aircraft Technical Skills Programming Matlab, Python and Java, LabView, Python WebFrameWork-Django, Flask, LTSPICE-intermediate Languages and and MIPOWER-intermediate, Github (GitBash), Jupyter Notebook, Xampp, MySQL-Basics, Python Software Packages Interpreters-Anaconda, Python2, Python3, Pycharm, Java IDE-Eclipse Operating Systems Windows, Ubuntu, Debian-Kali Linux Education Details January 2019 B.Tech. Electrical and Electronics Engineering Manipal Institute of Technology January 2015 DEEKSHA CENTER January 2013 Little Flower Public School August 2000 Manipal Academy of Higher DATA SCIENCE DATA SCIENCE AND ELECTRICAL ENTHUSIAST Skill Details Data Analysis- Exprience - Less than 1 year months excel- Exprience - Less than 1 year months Machine Learning- Exprience - Less than 1 year months mathematics- Exprience - Less than 1 year months Python- Exprience - Less than 1 year months Matlab-",January 2019 B.Tech. Electrical and Electronics Engineering Manipal Institute of Technology January 2015 DEEKSHA CENTER January 2013 Little Flower Public School August 2000 Manipal Academy of Higher DATA SCIENCE DATA SCIENCE AND ELECTRICAL ENTHUSIAST,found,Data Analysis- Exprience - Less than 1 year months excel- Exprience - Less than 1 year months Machine Learning- Exprience - Less than 1 year months mathematics- Exprience - Less than 1 year months Python- Exprience - Less than 1 year months Matlab-,
R054,Vikram Reddy,BITS Pilani,1,Pune,1,0,Python Developer,"Name: Vikram Reddy
College: BITS Pilani
City: Pune
Employment Gap: None

Technical Skills / Responsibilities: â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Testing based on Python and AS/400. â¢ Worked as Change Controller - Responsible for promoting changes in Development to UAT and LIVE environment through Pivotal Cloud Foundry. â¢ Have good communication skills, Inter personal skills, hardworking and result oriented as an Individual and in team. Certification and Trainings: â¢ Completed Internal Python training. â¢ Completed Internal Python Web Crawling training. â¢ Completed Internal Python Web Scraping training. â¢ Completed Internal Python for Data Science training. â¢ Completed Internal MongoDB training. â¢ Completed Internal MySQL training. â¢ Completed Internal PostgreSQL training. â¢ Completed Internal DJango training. â¢",,not_available,": â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Testing based on Python and AS/400. â¢ Worked as Change Controller - Responsible for promoting changes in Development to UAT and LIVE environment through Pivotal Cloud Foundry. â¢ Have good communication skills, Inter personal skills, hardworking and result oriented as an Individual and in team. Certification and Trainings: â¢ Completed Internal Python training. â¢ Completed Internal Python Web Crawling training. â¢ Completed Internal Python Web Scraping training. â¢ Completed Internal Python for Data Science training. â¢ Completed Internal MongoDB training. â¢ Completed Internal MySQL training. â¢ Completed Internal PostgreSQL training. â¢ Completed Internal DJango training. â¢",
R055,Ananya Iyer,BITS Pilani,1,Chennai,1,0,Operations Manager,"Name: Ananya Iyer
College: BITS Pilani
City: Chennai
Employment Gap: None

Education Details BCA Vinayaka Missions University Operations Manager Operations Manager Skill Details Operations Management- Exprience - Less than 1 year monthsCompany Details company - BNY Mellon International Operations (India) Pvt. Ltd description - Organization: BNY Mellon International Operations (India) Pvt. Ltd.: Sept 2009- till date BNY Mellon provides a broad range of products and services in the areas of Investment Management, Investment Services and Treasury Services. Our customers are institutions, corporations, and high-net-worth individuals, as well as consultants and advisors who work with them. Line of Business (LOB): Revenue &Billing Services (R&BS) Revenue and Billing Services is a Global Center of Excellence that generates invoices and collects fee revenue from Investment Services clients. 218 staff across five locations (Brooklyn, Pittsburgh, Syracuse, Pune, and UK) . Various Businesses supported are Asset Servicing, Corporate Trust, Treasury Services, Broker Dealer Services and Global Collateral Management. Support U.S., EMEA, and APAC. Regions. Job Profile: Operations Manager - BNY Mellon International Operations (India) Pvt. Ltd. Responsible for daily",BCA Vinayaka Missions University Operations Manager Operations Manager,found,Operations Management- Exprience - Less than 1 year months,"company - BNY Mellon International Operations (India) Pvt. Ltd description - Organization: BNY Mellon International Operations (India) Pvt. Ltd.: Sept 2009- till date BNY Mellon provides a broad range of products and services in the areas of Investment Management, Investment Services and Treasury Services. Our customers are institutions, corporations, and high-net-worth individuals, as well as consultants and advisors who work with them. Line of Business (LOB): Revenue &Billing Services (R&BS) Revenue and Billing Services is a Global Center of Excellence that generates invoices and collects fee revenue from Investment Services clients. 218 staff across five locations (Brooklyn, Pittsburgh, Syracuse, Pune, and UK) . Various Businesses supported are Asset Servicing, Corporate Trust, Treasury Services, Broker Dealer Services and Global Collateral Management. Support U.S., EMEA, and APAC. Regions. Job Profile: Operations Manager - BNY Mellon International Operations (India) Pvt. Ltd. Responsible for daily"
R056,Vikram Reddy,Indian Institute of Technology Roorkee,1,Hyderabad,1,0,Java Developer,"Name: Vikram Reddy
College: Indian Institute of Technology Roorkee
City: Hyderabad
Employment Gap: None

Education Details August 2010 to May 2017 BE Electronics & Communication Jabalpur, Madhya Pradesh Takshshila institute of technology Java developer Skill Details Java, Javascript,- Exprience - 6 monthsCompany Details company - Wab It Softwere Pvt. Ltd. description - Jr. Java Developer","August 2010 to May 2017 BE Electronics & Communication Jabalpur, Madhya Pradesh Takshshila institute of technology Java developer",found,"Java, Javascript,- Exprience - 6 months",company - Wab It Softwere Pvt. Ltd. description - Jr. Java Developer
R057,Divya Rao,BITS Pilani,1,Ahmedabad,1,0,Network Security Engineer,"Name: Divya Rao
College: BITS Pilani
City: Ahmedabad
Employment Gap: None

Skill Set â¢â¢Cisco Certified Network Associates (CCNA): - â¢ Basic knowledge of networking such as Ethernet mediums, ethernet communication, types of Ethernet communication devices etc. â¢ IPv4 (Subnetting, Supernetting) â¢ Basic configuration of Routing, Switching, Access lists, Network Address Translation (NAT), Virtual LANs (VLANs) etc â¢â¢Cisco Certified Network Associates (CCNA-Security): - â¢ Basic security goals and need. â¢ Different types of attacks like access attacks, reconnaissance strategies etc. â¢ Basic configuration of firewalls. â¢ Mitigation techniques such as access control lists, private VLANs, VLAN hopping, IP source guard, DHCP snooping, Authentication, Authorization & Accounting (AAA), IP Security (IPsec) etc. â¢â¢Cisco Certified Network Professional (CCNP-Routing, Switching & MPLS): - â¢ Routing-Configuration and concept of EIGRP, OSPF and BGP. â¢ Switching-Virtual LANs (VLANs), spanning tree protocol (STP), queuing etc. â¢ MPLS (Multi-Protocol Label Switching) -Basic idea about working, types and modes of MPLS, penultimate hopping in mpls etc. â¢â¢Cisco Certified Network Professional Security (ASA Module): - â¢ Knowledge of Control",,not_available,"â¢â¢Cisco Certified Network Associates (CCNA): - â¢ Basic knowledge of networking such as Ethernet mediums, ethernet communication, types of Ethernet communication devices etc. â¢ IPv4 (Subnetting, Supernetting) â¢ Basic configuration of Routing, Switching, Access lists, Network Address Translation (NAT), Virtual LANs (VLANs) etc â¢â¢Cisco Certified Network Associates (CCNA-Security): - â¢ Basic security goals and need. â¢ Different types of attacks like access attacks, reconnaissance strategies etc. â¢ Basic configuration of firewalls. â¢ Mitigation techniques such as access control lists, private VLANs, VLAN hopping, IP source guard, DHCP snooping, Authentication, Authorization & Accounting (AAA), IP Security (IPsec) etc. â¢â¢Cisco Certified Network Professional (CCNP-Routing, Switching & MPLS): - â¢ Routing-Configuration and concept of EIGRP, OSPF and BGP. â¢ Switching-Virtual LANs (VLANs), spanning tree protocol (STP), queuing etc. â¢ MPLS (Multi-Protocol Label Switching) -Basic idea about working, types and modes of MPLS, penultimate hopping in mpls etc. â¢â¢Cisco Certified Network Professional Security (ASA Module): - â¢ Knowledge of Control",
R058,Priya Nair,Indian Institute of Technology Kanpur,1,Chennai,1,0,Automation Testing,"Name: Priya Nair
College: Indian Institute of Technology Kanpur
City: Chennai
Employment Gap: None

* Excellent grasping power in learning new concepts and technology. * Highly motivated team player with strong work ethics, committed to hard work. * Ability to work and co-ordinate in a team effectively. * Enthusiastic self-starter and team player. * Quick and independent learner.Education Details January 2014 Bachelor of Technology Information Technology branch BPUT University January 2010 Diploma Engineering Brahmapur, Orissa U.C.P Engineering School Software Testing & Automation Engineer Software Testing & Automation Engineer - Tech Mahindra Skill Details Company Details company - Tech Mahindra description - India Duration Oct 2017- Till Date Project Description BT Group plc (trading as BT and formerly British Telecom) is a British multinational telecommunications holding company with head offices in London, United Kingdom. I worked for Air Logistics Program under the banner of British Telecom. This project handles all the web applications to carry out the whole logistics operation over United Kingdom through various airlines. Roles & Responsibilities â¢ Design and develop framework for the Test scenarios and Test cases. â¢ Developing automation test scripts on the existing","January 2014 Bachelor of Technology Information Technology branch BPUT University January 2010 Diploma Engineering Brahmapur, Orissa U.C.P Engineering School Software Testing & Automation Engineer Software Testing & Automation Engineer - Tech Mahindra",found,,"company - Tech Mahindra description - India Duration Oct 2017- Till Date Project Description BT Group plc (trading as BT and formerly British Telecom) is a British multinational telecommunications holding company with head offices in London, United Kingdom. I worked for Air Logistics Program under the banner of British Telecom. This project handles all the web applications to carry out the whole logistics operation over United Kingdom through various airlines. Roles & Responsibilities â¢ Design and develop framework for the Test scenarios and Test cases. â¢ Developing automation test scripts on the existing"
R059,Priya Nair,Indian Institute of Technology Kharagpur,1,Mumbai,1,0,ETL Developer,"Name: Priya Nair
College: Indian Institute of Technology Kharagpur
City: Mumbai
Employment Gap: None

Computer skills: - Yes. SQL knowledge-yes Unix knowledge-yes Data warehouse knowledge-yes Ab intio -yee MY HOBBIES: - â¢ Playing Cricket, football. â¢ Reading books â¢ Visiting new places/Travelling. DECLARATION:- I hereby declare that the above mentioned information is factual and correct up to the best of my knowledge and belief. Date: -.27.01.2019 MR. MANISH PRABHAKAR PATIL Place: -MUMBAI Education Details June 2014 to June 2015 Bachelor's Electronics and Telecommunication A C Patil college of Engineering January 2009 to January 2011 Engineering Navi Mumbai, Maharashtra Bharati vidyapeeth January 2008 H.S.C. Mumbai, Maharashtra Khalsa college ETL Informatica Developer ETL DEVELOPER Skill Details ETL- Exprience - Less than 1 year months Data Warehouse- Exprience - Less than 1 year months Datastage- Exprience - Less than 1 year monthsCompany Details company - Reliance Infocomm description - I havevbeen working as ETL Developer in reliance industries in India for the past 3years.I have very good knowledge of Informatica and SQL as well as good knowledge of Unix.I am willing to work in yours company as Developer.","June 2014 to June 2015 Bachelor's Electronics and Telecommunication A C Patil college of Engineering January 2009 to January 2011 Engineering Navi Mumbai, Maharashtra Bharati vidyapeeth January 2008 H.S.C. Mumbai, Maharashtra Khalsa college ETL Informatica Developer ETL DEVELOPER",found,ETL- Exprience - Less than 1 year months Data Warehouse- Exprience - Less than 1 year months Datastage- Exprience - Less than 1 year months,company - Reliance Infocomm description - I havevbeen working as ETL Developer in reliance industries in India for the past 3years.I have very good knowledge of Informatica and SQL as well as good knowledge of Unix.I am willing to work in yours company as Developer.
