resume_id,job_id,variant_id,proxy_type,proxy_value,base_skills_score,base_experience_score,base_education_course_score,base_projects_score,base_semantic_score,base_score,variant_skills_score,variant_experience_score,variant_education_course_score,variant_projects_score,variant_semantic_score,variant_score,score_delta
R003,JOB002,R003_CF_AGE,age,33,0.0,1.0,0.0,0.0,0.651528,0.388595,0.0,1.0,0.0,0.0,0.65406,0.389191,0.000596
R003,JOB002,R003_CF_EXPERIENCE,experience,48,0.0,1.0,0.0,0.0,0.651528,0.388595,0.0,1.0,0.0,0.0,0.65578,0.389595,0.001
R004,JOB008,R004_CF_NAME,name,Aditya Verma,0.25,1.0,0.8,0.0,0.752759,0.641826,0.25,1.0,0.8,0.0,0.748309,0.640779,-0.001047
R004,JOB008,R004_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.25,1.0,0.8,0.0,0.752759,0.641826,0.25,1.0,0.8,0.0,0.755246,0.642411,0.000585
R004,JOB008,R004_CF_CITY,city,Chennai,0.25,1.0,0.8,0.0,0.752759,0.641826,0.25,1.0,0.8,0.0,0.754025,0.642124,0.000298
R004,JOB008,R004_CF_DEGREE,degree,B.Tech,0.25,1.0,0.8,0.0,0.752759,0.641826,0.25,1.0,0.9,0.0,0.752759,0.659473,0.017647
R004,JOB008,R004_CF_COURSE,course,Civil Engineering,0.25,1.0,0.8,0.0,0.752759,0.641826,0.25,1.0,0.4,0.0,0.752962,0.571285,-0.070541
R004,JOB008,R004_CF_AGE,age,44,0.25,1.0,0.8,0.0,0.752759,0.641826,0.25,1.0,0.8,0.0,0.752759,0.641826,0.0
R004,JOB008,R004_CF_EXPERIENCE,experience,120,0.25,1.0,0.8,0.0,0.752759,0.641826,0.25,1.0,0.8,0.0,0.755319,0.642428,0.000602
R005,JOB009,R005_CF_NAME,name,Neha Kapoor,0.25,1.0,0.8,0.0,0.820462,0.657756,0.25,1.0,0.8,0.0,0.812754,0.655942,-0.001814
R005,JOB009,R005_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.25,1.0,0.8,0.0,0.820462,0.657756,0.25,1.0,0.8,0.0,0.820945,0.657869,0.000113
R005,JOB009,R005_CF_CITY,city,Pune,0.25,1.0,0.8,0.0,0.820462,0.657756,0.25,1.0,0.8,0.0,0.820572,0.657782,2.6e-05
R005,JOB009,R005_CF_DEGREE,degree,B.Sc,0.25,1.0,0.8,0.0,0.820462,0.657756,0.25,1.0,0.4,0.0,0.820462,0.587167,-0.070589
R005,JOB009,R005_CF_COURSE,course,Computer Science,0.25,1.0,0.8,0.0,0.820462,0.657756,0.25,1.0,0.8,0.0,0.820432,0.657749,-7e-06
R005,JOB009,R005_CF_AGE,age,40,0.25,1.0,0.8,0.0,0.820462,0.657756,0.25,1.0,0.8,0.0,0.820462,0.657756,0.0
R005,JOB009,R005_CF_EXPERIENCE,experience,108,0.25,1.0,0.8,0.0,0.820462,0.657756,0.25,1.0,0.8,0.0,0.820535,0.657773,1.7e-05
R006,JOB019,R006_CF_NAME,name,Karan Mehta,0.0,1.0,0.4,0.0,0.697926,0.4701,0.0,1.0,0.4,0.0,0.699873,0.470558,0.000458
R006,JOB019,R006_CF_COLLEGE,college,Indian Institute of Technology Madras,0.0,1.0,0.4,0.0,0.697926,0.4701,0.0,1.0,0.4,0.0,0.702192,0.471104,0.001004
R006,JOB019,R006_CF_CITY,city,Hyderabad,0.0,1.0,0.4,0.0,0.697926,0.4701,0.0,1.0,0.4,0.0,0.7004,0.470682,0.000582
R006,JOB019,R006_CF_DEGREE,degree,LLB,0.0,1.0,0.4,0.0,0.697926,0.4701,0.0,1.0,0.4,0.0,0.700608,0.470731,0.000631
R006,JOB019,R006_CF_COURSE,course,Electronics and Telecommunication,0.0,1.0,0.4,0.0,0.697926,0.4701,0.0,1.0,0.0,0.0,0.701885,0.400443,-0.069657
R006,JOB019,R006_CF_AGE,age,49,0.0,1.0,0.4,0.0,0.697926,0.4701,0.0,1.0,0.4,0.0,0.697926,0.4701,0.0
R006,JOB019,R006_CF_EXPERIENCE,experience,216,0.0,1.0,0.4,0.0,0.697926,0.4701,0.0,1.0,0.4,0.0,0.697926,0.4701,0.0
R007,JOB006,R007_CF_NAME,name,Vikram Reddy,0.0,1.0,0.5,0.619857,0.696478,0.507274,0.0,1.0,0.5,0.619857,0.704031,0.508785,0.001511
R007,JOB006,R007_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.0,1.0,0.5,0.619857,0.696478,0.507274,0.0,1.0,0.5,0.619857,0.701656,0.50831,0.001036
R007,JOB006,R007_CF_CITY,city,Ahmedabad,0.0,1.0,0.5,0.619857,0.696478,0.507274,0.0,1.0,0.5,0.619857,0.699812,0.507941,0.000667
R007,JOB006,R007_CF_DEGREE,degree,BBA,0.0,1.0,0.5,0.619857,0.696478,0.507274,0.0,1.0,0.5,0.619857,0.697016,0.507382,0.000108
R007,JOB006,R007_CF_COURSE,course,Mechanical Engineering,0.0,1.0,0.5,0.619857,0.696478,0.507274,0.0,1.0,0.0,0.619857,0.696478,0.432274,-0.075
R007,JOB006,R007_CF_AGE,age,34,0.0,1.0,0.5,0.619857,0.696478,0.507274,0.0,1.0,0.5,0.619857,0.696478,0.507274,0.0
R007,JOB006,R007_CF_EXPERIENCE,experience,44,0.0,1.0,0.5,0.619857,0.696478,0.507274,0.0,1.0,0.5,0.619857,0.696478,0.507274,0.0
R008,JOB011,R008_CF_NAME,name,Divya Rao,0.25,1.0,0.9,0.54234,0.76674,0.644699,0.25,1.0,0.9,0.54234,0.757567,0.642864,-0.001835
R008,JOB011,R008_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.25,1.0,0.9,0.54234,0.76674,0.644699,0.25,1.0,0.9,0.54234,0.767467,0.644844,0.000145
R008,JOB011,R008_CF_CITY,city,Bangalore,0.25,1.0,0.9,0.54234,0.76674,0.644699,0.25,1.0,0.9,0.54234,0.763936,0.644138,-0.000561
R008,JOB011,R008_CF_DEGREE,degree,B.A,0.25,1.0,0.9,0.54234,0.76674,0.644699,0.25,1.0,0.4,0.54234,0.76674,0.569699,-0.075
R008,JOB011,R008_CF_COURSE,course,Commerce,0.25,1.0,0.9,0.54234,0.76674,0.644699,0.25,1.0,0.5,0.54234,0.76674,0.584699,-0.06
R008,JOB011,R008_CF_AGE,age,34,0.25,1.0,0.9,0.54234,0.76674,0.644699,0.25,1.0,0.9,0.54234,0.76674,0.644699,0.0
R008,JOB011,R008_CF_EXPERIENCE,experience,60,0.25,1.0,0.9,0.54234,0.76674,0.644699,0.25,1.0,0.9,0.54234,0.768394,0.64503,0.000331
R009,JOB011,R009_CF_NAME,name,Rohan Gupta,0.25,1.0,0.4,0.0,0.77162,0.575675,0.25,1.0,0.4,0.0,0.770392,0.575386,-0.000289
R009,JOB011,R009_CF_COLLEGE,college,NIT Tiruchirappalli,0.25,1.0,0.4,0.0,0.77162,0.575675,0.25,1.0,0.4,0.0,0.772753,0.575942,0.000267
R009,JOB011,R009_CF_CITY,city,Bangalore,0.25,1.0,0.4,0.0,0.77162,0.575675,0.25,1.0,0.4,0.0,0.773953,0.576224,0.000549
R009,JOB011,R009_CF_DEGREE,degree,Bachelor,0.25,1.0,0.4,0.0,0.77162,0.575675,0.25,1.0,0.0,0.0,0.77162,0.505087,-0.070588
R009,JOB011,R009_CF_COURSE,course,Electronics & Communication,0.25,1.0,0.4,0.0,0.77162,0.575675,0.25,1.0,0.4,0.0,0.77162,0.575675,0.0
R009,JOB011,R009_CF_AGE,age,31,0.25,1.0,0.4,0.0,0.77162,0.575675,0.25,1.0,0.4,0.0,0.77162,0.575675,0.0
R009,JOB011,R009_CF_EXPERIENCE,experience,48,0.25,1.0,0.4,0.0,0.77162,0.575675,0.25,1.0,0.4,0.0,0.77104,0.575539,-0.000136
R010,JOB017,R010_CF_NAME,name,Priya Nair,0.0,1.0,0.9,0.0,0.695926,0.557865,0.0,1.0,0.9,0.0,0.656761,0.54865,-0.009215
R010,JOB017,R010_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.0,1.0,0.9,0.0,0.695926,0.557865,0.0,1.0,0.9,0.0,0.697112,0.558144,0.000279
R010,JOB017,R010_CF_CITY,city,Mumbai,0.0,1.0,0.9,0.0,0.695926,0.557865,0.0,1.0,0.9,0.0,0.690987,0.556703,-0.001162
R010,JOB017,R010_CF_DEGREE,degree,MBA,0.0,1.0,0.9,0.0,0.695926,0.557865,0.0,1.0,0.5,0.0,0.711388,0.490915,-0.06695
R010,JOB017,R010_CF_COURSE,course,Hotel Management,0.0,1.0,0.9,0.0,0.695926,0.557865,0.0,1.0,0.4,0.0,0.632173,0.454629,-0.103236
R010,JOB017,R010_CF_AGE,age,31,0.0,1.0,0.9,0.0,0.695926,0.557865,0.0,1.0,0.9,0.0,0.703968,0.559757,0.001892
R010,JOB017,R010_CF_EXPERIENCE,experience,24,0.0,1.0,0.9,0.0,0.695926,0.557865,0.0,1.0,0.9,0.0,0.707594,0.56061,0.002745
R011,JOB006,R011_CF_NAME,name,Ishita Chopra,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0,1.0,0.9,0.0,0.641224,0.544994,-0.001286
R011,JOB006,R011_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0,1.0,0.9,0.0,0.652874,0.547735,0.001455
R011,JOB006,R011_CF_CITY,city,Chennai,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0,1.0,0.9,0.0,0.645792,0.546069,-0.000211
R011,JOB006,R011_CF_DEGREE,degree,M.E.,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0,1.0,0.5,0.0,0.646691,0.475692,-0.070588
R011,JOB006,R011_CF_COURSE,course,Law,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0,1.0,0.4,0.0,0.632568,0.454722,-0.091558
R011,JOB006,R011_CF_AGE,age,33,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0
R011,JOB006,R011_CF_EXPERIENCE,experience,76,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0,1.0,0.9,0.0,0.646691,0.54628,0.0
R012,JOB010,R012_CF_NAME,name,Arjun Sharma,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.74358,0.410254,0.006458
R012,JOB010,R012_CF_COLLEGE,college,BITS Pilani,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.71051,0.402473,-0.001323
R012,JOB010,R012_CF_CITY,city,Pune,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.709583,0.402255,-0.001541
R012,JOB010,R012_CF_DEGREE,degree,MCA,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.4,0.0,0.73144,0.477986,0.07419
R012,JOB010,R012_CF_COURSE,course,Business Administration,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.73953,0.409301,0.005505
R012,JOB010,R012_CF_AGE,age,35,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.741838,0.409844,0.006048
R012,JOB010,R012_CF_EXPERIENCE,experience,108,0.0,1.0,0.0,0.0,0.716132,0.403796,0.0,1.0,0.0,0.0,0.737468,0.408816,0.00502
R013,JOB014,R013_CF_NAME,name,Arjun Sharma,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.741897,0.480446,0.004602
R013,JOB014,R013_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.72212,0.475793,-5.1e-05
R013,JOB014,R013_CF_CITY,city,Hyderabad,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.72313,0.476031,0.000187
R013,JOB014,R013_CF_DEGREE,degree,BCA,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.0,0.0,0.724965,0.405874,-0.06997
R013,JOB014,R013_CF_COURSE,course,Human Resources,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.725192,0.476516,0.000672
R013,JOB014,R013_CF_AGE,age,39,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0
R013,JOB014,R013_CF_EXPERIENCE,experience,84,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0,1.0,0.4,0.0,0.722338,0.475844,0.0
R014,JOB016,R014_CF_NAME,name,Neha Kapoor,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.833989,0.575077,-0.001413
R014,JOB016,R014_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.839752,0.57623,-0.00026
R014,JOB016,R014_CF_CITY,city,Ahmedabad,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.83943,0.576166,-0.000324
R014,JOB016,R014_CF_DEGREE,degree,M.Tech,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0
R014,JOB016,R014_CF_COURSE,course,Operations Management,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.4,0.588531,0.841758,0.516631,-0.059859
R014,JOB016,R014_CF_AGE,age,33,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0
R014,JOB016,R014_CF_EXPERIENCE,experience,108,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0,1.0,0.8,0.588531,0.84105,0.57649,0.0
R015,JOB004,R015_CF_NAME,name,Neha Kapoor,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.9,0.0,0.780361,0.64832,-0.002651
R015,JOB004,R015_CF_COLLEGE,college,Indian Institute of Technology Madras,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.9,0.0,0.788203,0.650165,-0.000806
R015,JOB004,R015_CF_CITY,city,Bangalore,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.9,0.0,0.789682,0.650513,-0.000458
R015,JOB004,R015_CF_DEGREE,degree,M.Sc,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.4,0.0,0.791628,0.562736,-0.088235
R015,JOB004,R015_CF_COURSE,course,Electrical and Electronics Engineering,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.5,0.0,0.788079,0.579548,-0.071423
R015,JOB004,R015_CF_AGE,age,29,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.9,0.0,0.791628,0.650971,0.0
R015,JOB004,R015_CF_EXPERIENCE,experience,60,0.2,1.0,0.9,0.0,0.791628,0.650971,0.2,1.0,0.9,0.0,0.791628,0.650971,0.0
R016,JOB010,R016_CF_NAME,name,Vikram Reddy,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0,1.0,0.5,0.0,0.801242,0.512057,-0.000919
R016,JOB010,R016_CF_COLLEGE,college,Indian Institute of Technology Madras,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0,1.0,0.5,0.0,0.799801,0.511718,-0.001258
R016,JOB010,R016_CF_CITY,city,Bangalore,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0,1.0,0.5,0.0,0.802131,0.512266,-0.00071
R016,JOB010,R016_CF_DEGREE,degree,B.A. LL.B.,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0,1.0,0.0,0.0,0.809488,0.425762,-0.087214
R016,JOB010,R016_CF_AGE,age,36,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0
R016,JOB010,R016_CF_EXPERIENCE,experience,120,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0,1.0,0.5,0.0,0.80515,0.512976,0.0
R017,JOB015,R017_CF_NAME,name,Divya Rao,0.0,1.0,0.4,0.0,0.724032,0.476243,0.0,1.0,0.4,0.0,0.732568,0.478251,0.002008
R017,JOB015,R017_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.0,1.0,0.4,0.0,0.724032,0.476243,0.0,1.0,0.4,0.0,0.7258,0.476659,0.000416
R017,JOB015,R017_CF_CITY,city,Delhi,0.0,1.0,0.4,0.0,0.724032,0.476243,0.0,1.0,0.4,0.0,0.720907,0.475508,-0.000735
R017,JOB015,R017_CF_DEGREE,degree,LLM,0.0,1.0,0.4,0.0,0.724032,0.476243,0.0,1.0,0.0,0.0,0.713473,0.40317,-0.073073
R017,JOB015,R017_CF_COURSE,course,Fine Arts / Painting,0.0,1.0,0.4,0.0,0.724032,0.476243,0.0,1.0,0.4,0.0,0.730171,0.477687,0.001444
R017,JOB015,R017_CF_AGE,age,36,0.0,1.0,0.4,0.0,0.724032,0.476243,0.0,1.0,0.4,0.0,0.724032,0.476243,0.0
R017,JOB015,R017_CF_EXPERIENCE,experience,144,0.0,1.0,0.4,0.0,0.724032,0.476243,0.0,1.0,0.4,0.0,0.724032,0.476243,0.0
R018,JOB008,R018_CF_NAME,name,Rohan Gupta,0.0,1.0,0.4,0.0,0.769677,0.486983,0.0,1.0,0.4,0.0,0.771001,0.487294,0.000311
R018,JOB008,R018_CF_COLLEGE,college,NIT Tiruchirappalli,0.0,1.0,0.4,0.0,0.769677,0.486983,0.0,1.0,0.4,0.0,0.765955,0.486107,-0.000876
R018,JOB008,R018_CF_CITY,city,Mumbai,0.0,1.0,0.4,0.0,0.769677,0.486983,0.0,1.0,0.4,0.0,0.762757,0.485355,-0.001628
R018,JOB008,R018_CF_DEGREE,degree,Diploma,0.0,1.0,0.4,0.0,0.769677,0.486983,0.0,1.0,0.4,0.0,0.773718,0.487934,0.000951
R018,JOB008,R018_CF_COURSE,course,Commerce and Law,0.0,1.0,0.4,0.0,0.769677,0.486983,0.0,1.0,0.0,0.0,0.772452,0.417048,-0.069935
R018,JOB008,R018_CF_AGE,age,35,0.0,1.0,0.4,0.0,0.769677,0.486983,0.0,1.0,0.4,0.0,0.773027,0.487771,0.000788
R018,JOB008,R018_CF_EXPERIENCE,experience,84,0.0,1.0,0.4,0.0,0.769677,0.486983,0.0,1.0,0.4,0.0,0.773959,0.48799,0.001007
R019,JOB005,R019_CF_NAME,name,Ananya Iyer,0.25,1.0,0.0,0.0,0.707676,0.490042,0.25,1.0,0.0,0.0,0.716207,0.492049,0.002007
R019,JOB005,R019_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.25,1.0,0.0,0.0,0.707676,0.490042,0.25,1.0,0.0,0.0,0.709286,0.49042,0.000378
R019,JOB005,R019_CF_CITY,city,Pune,0.25,1.0,0.0,0.0,0.707676,0.490042,0.25,1.0,0.0,0.0,0.706441,0.489751,-0.000291
R019,JOB005,R019_CF_DEGREE,degree,M.Com,0.25,1.0,0.0,0.0,0.707676,0.490042,0.25,1.0,0.0,0.0,0.705142,0.489445,-0.000597
R019,JOB005,R019_CF_COURSE,course,Electronics,0.25,1.0,0.0,0.0,0.707676,0.490042,0.25,1.0,0.0,0.0,0.702495,0.488822,-0.00122
R019,JOB005,R019_CF_AGE,age,30,0.25,1.0,0.0,0.0,0.707676,0.490042,0.25,1.0,0.0,0.0,0.707676,0.490042,0.0
R019,JOB005,R019_CF_EXPERIENCE,experience,60,0.25,1.0,0.0,0.0,0.707676,0.490042,0.25,1.0,0.0,0.0,0.707676,0.490042,0.0
R020,JOB006,R020_CF_NAME,name,Ananya Iyer,0.2,1.0,0.9,0.0,0.798051,0.652483,0.2,1.0,0.9,0.0,0.797851,0.652435,-4.8e-05
R020,JOB006,R020_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.2,1.0,0.9,0.0,0.798051,0.652483,0.2,1.0,0.9,0.0,0.784916,0.649392,-0.003091
R020,JOB006,R020_CF_CITY,city,Hyderabad,0.2,1.0,0.9,0.0,0.798051,0.652483,0.2,1.0,0.9,0.0,0.783139,0.648974,-0.003509
R020,JOB006,R020_CF_DEGREE,degree,B.Com,0.2,1.0,0.9,0.0,0.798051,0.652483,0.2,1.0,0.5,0.0,0.803479,0.583172,-0.069311
R020,JOB006,R020_CF_COURSE,course,Computer Applications,0.2,1.0,0.9,0.0,0.798051,0.652483,0.2,1.0,0.4,0.0,0.789155,0.562154,-0.090329
R020,JOB006,R020_CF_AGE,age,29,0.2,1.0,0.9,0.0,0.798051,0.652483,0.2,1.0,0.9,0.0,0.801237,0.653232,0.000749
R020,JOB006,R020_CF_EXPERIENCE,experience,53,0.2,1.0,0.9,0.0,0.798051,0.652483,0.2,1.0,0.9,0.0,0.797946,0.652458,-2.5e-05
R021,JOB021,R021_CF_NAME,name,Ishita Chopra,0.0,1.0,0.0,0.0,0.774872,0.417617,0.0,1.0,0.0,0.0,0.79352,0.422005,0.004388
R021,JOB021,R021_CF_COLLEGE,college,BITS Pilani,0.0,1.0,0.0,0.0,0.774872,0.417617,0.0,1.0,0.0,0.0,0.784537,0.419891,0.002274
R021,JOB021,R021_CF_CITY,city,Ahmedabad,0.0,1.0,0.0,0.0,0.774872,0.417617,0.0,1.0,0.0,0.0,0.768928,0.416218,-0.001399
R021,JOB021,R021_CF_AGE,age,39,0.0,1.0,0.0,0.0,0.774872,0.417617,0.0,1.0,0.0,0.0,0.774872,0.417617,0.0
R021,JOB021,R021_CF_EXPERIENCE,experience,108,0.0,1.0,0.0,0.0,0.774872,0.417617,0.0,1.0,0.0,0.0,0.774872,0.417617,0.0
R022,JOB001,R022_CF_NAME,name,Arjun Sharma,0.0,1.0,0.5,0.0,0.682626,0.484147,0.0,1.0,0.5,0.0,0.673552,0.482012,-0.002135
R022,JOB001,R022_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.0,1.0,0.5,0.0,0.682626,0.484147,0.0,1.0,0.5,0.0,0.6831,0.484259,0.000112
R022,JOB001,R022_CF_CITY,city,Kolkata,0.0,1.0,0.5,0.0,0.682626,0.484147,0.0,1.0,0.5,0.0,0.68098,0.48376,-0.000387
R022,JOB001,R022_CF_DEGREE,degree,B.Tech,0.0,1.0,0.5,0.0,0.682626,0.484147,0.0,1.0,0.5,0.0,0.682626,0.484147,0.0
R022,JOB001,R022_CF_COURSE,course,Electrical Engineering,0.0,1.0,0.5,0.0,0.682626,0.484147,0.0,1.0,0.0,0.0,0.674899,0.394094,-0.090053
R022,JOB001,R022_CF_AGE,age,46,0.0,1.0,0.5,0.0,0.682626,0.484147,0.0,1.0,0.5,0.0,0.682626,0.484147,0.0
R022,JOB001,R022_CF_EXPERIENCE,experience,228,0.0,1.0,0.5,0.0,0.682626,0.484147,0.0,1.0,0.5,0.0,0.682626,0.484147,0.0
R023,JOB020,R023_CF_NAME,name,Neha Kapoor,0.0,1.0,0.8,0.0,0.759731,0.555231,0.0,1.0,0.8,0.0,0.738301,0.550188,-0.005043
R023,JOB020,R023_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.0,1.0,0.8,0.0,0.759731,0.555231,0.0,1.0,0.8,0.0,0.724079,0.546842,-0.008389
R023,JOB020,R023_CF_CITY,city,Delhi,0.0,1.0,0.8,0.0,0.759731,0.555231,0.0,1.0,0.8,0.0,0.731989,0.548703,-0.006528
R023,JOB020,R023_CF_DEGREE,degree,B.Sc,0.0,1.0,0.8,0.0,0.759731,0.555231,0.0,1.0,0.4,0.0,0.763378,0.485501,-0.06973
R023,JOB020,R023_CF_COURSE,course,Data Science,0.0,1.0,0.8,0.0,0.759731,0.555231,0.0,1.0,0.4,0.0,0.740179,0.480042,-0.075189
R023,JOB020,R023_CF_AGE,age,38,0.0,1.0,0.8,0.0,0.759731,0.555231,0.0,1.0,0.8,0.0,0.756208,0.554402,-0.000829
R023,JOB020,R023_CF_EXPERIENCE,experience,84,0.0,1.0,0.8,0.0,0.759731,0.555231,0.0,1.0,0.8,0.0,0.757468,0.554698,-0.000533
R024,JOB022,R024_CF_NAME,name,Neha Kapoor,0.0,1.0,0.4,0.557153,0.726756,0.488924,0.0,1.0,0.4,0.557153,0.719728,0.487518,-0.001406
R024,JOB022,R024_CF_COLLEGE,college,Indian Institute of Technology Madras,0.0,1.0,0.4,0.557153,0.726756,0.488924,0.0,1.0,0.4,0.557153,0.723151,0.488203,-0.000721
R024,JOB022,R024_CF_CITY,city,Mumbai,0.0,1.0,0.4,0.557153,0.726756,0.488924,0.0,1.0,0.4,0.557153,0.726299,0.488833,-9.1e-05
